,x,y,Subtypes,colors,simply_importance_class_0,simply_importance_class_1
APOA1,4,85,cluster_02,#d1ff00,-0.6236192048771767,-0.6235738992804616
PCDHB12,5,85,cluster_01,#ff9400,-0.7951949190576102,-0.7951848078711374
SEMA5A,6,85,cluster_01,#ff9400,-0.8289034977100486,-0.8287854217875271
HOXB13,7,85,cluster_01,#ff9400,-0.8729005930193207,-0.8729287494507508
RIMS1,8,85,cluster_01,#ff9400,-0.7435332133245596,-0.743518868427098
SV2C,9,85,cluster_02,#d1ff00,-0.8713768024666009,-0.8713590861959706
GCKR,10,85,cluster_09,#ff00ac,-0.6641685380810792,-0.6641103392695823
LRRC49,11,85,cluster_02,#d1ff00,-0.75241786974259,-0.7523761346762025
TMPRSS15,12,85,cluster_01,#ff9400,-0.8646490623028524,-0.8645928841174472
SIX6,13,85,cluster_01,#ff9400,-0.8622811638595249,-0.8622943464862919
PPP1R2P9,14,85,cluster_01,#ff9400,-0.9102843691257921,-0.9103834381726409
AFF2,15,85,cluster_01,#ff9400,-0.9234005568157075,-0.9233690432514562
OBSL1,16,85,cluster_01,#ff9400,-0.9097813776365836,-0.9096493166736106
SLC9A3,17,85,cluster_01,#ff9400,-0.9262636518289522,-0.9262061932962781
PTPN21,18,85,cluster_01,#ff9400,-0.9127921854311825,-0.9127079615310374
MAGIX,19,85,cluster_02,#d1ff00,-0.8968955235532136,-0.8969331641297095
PDE1B,20,85,cluster_01,#ff9400,-0.9295280378745149,-0.9297100037590518
SCGB2A1,21,85,cluster_01,#ff9400,-0.9296676632955915,-0.9297112931945068
C1orf116,22,85,cluster_01,#ff9400,-0.9073250226858577,-0.9072167972250336
IL37,23,85,cluster_01,#ff9400,-0.9365337913107974,-0.9365716075997176
DSTYK,24,85,cluster_01,#ff9400,-0.9191086066097118,-0.9191180613799904
MDFI,25,85,cluster_01,#ff9400,-0.9209829014683152,-0.9209679912151529
AADAC,26,85,cluster_01,#ff9400,-0.930960553133292,-0.9309726724319708
LPAR4,27,85,cluster_01,#ff9400,-0.9046537687709898,-0.9047747629090006
NHLH1,28,85,cluster_01,#ff9400,-0.9185567046304105,-0.9186761899525804
C7orf63,29,85,cluster_01,#ff9400,-0.9166166926369974,-0.9167012025758041
KIF25-AS1,30,85,cluster_01,#ff9400,-0.8859007331190847,-0.886054806554122
KRTAP1-3,31,85,cluster_01,#ff9400,-0.9126457504109996,-0.9127131409567161
ACHE,32,85,cluster_01,#ff9400,-0.9099479640828301,-0.9101091715620891
CDR2L,33,85,cluster_09,#ff00ac,-0.9195179578231095,-0.9194888961516716
FUT5,34,85,cluster_01,#ff9400,-0.9155940403297496,-0.9157454231547622
SIX5,35,85,cluster_01,#ff9400,-0.8929720367296512,-0.8929421154473354
MED24,36,85,cluster_01,#ff9400,-0.9196405922281249,-0.9197582018978177
RAP1GAP,37,85,cluster_02,#d1ff00,-0.8764438703992331,-0.8764215904246376
KSR1,38,85,cluster_01,#ff9400,-0.7926738120875703,-0.792588516786824
SERHL2,39,85,cluster_09,#ff00ac,-0.7578421543951516,-0.7578502933381734
ANKRD7,40,85,cluster_01,#ff9400,-0.7480722987008322,-0.7481785325434007
SLC23A2,41,85,cluster_01,#ff9400,-0.6732247189797975,-0.6730673670832162
SEMA6B,42,85,cluster_09,#ff00ac,-0.7955370610028945,-0.7956360899540624
PARP11,43,85,cluster_01,#ff9400,-0.48937528263194685,-0.48948793679040964
C1orf21,44,85,cluster_02,#d1ff00,-0.5955440382799695,-0.5955091998520026
DOK4,45,85,cluster_01,#ff9400,-0.6719287152659089,-0.6719869442872896
TXNL4B,46,85,cluster_01,#ff9400,-0.2608798704581105,-0.26088000038864095
RIN3,47,85,cluster_01,#ff9400,-0.5782168342147855,-0.5781764113493921
CDK19,48,85,cluster_01,#ff9400,-0.5305077233375847,-0.5305627074685461
C1orf54,49,85,cluster_04,#00ff5c,-0.5119403815551162,-0.511956055022545
PLSCR4,50,85,cluster_01,#ff9400,-0.09288668548298942,-0.09283847322688348
PLAG1,51,85,cluster_02,#d1ff00,0.3410583065136426,0.3410268316329226
PDGFC,52,85,cluster_02,#d1ff00,1.2039829460375606,1.2039707976996423
ADAMTS1,53,85,cluster_02,#d1ff00,-0.2773708088488237,-0.27748289609283605
TPD52L1,54,85,cluster_02,#d1ff00,0.4618348187471883,0.46193307303817166
DSG2,55,85,cluster_02,#d1ff00,0.3984835175549596,0.39866736597502167
MAP9,56,85,cluster_09,#ff00ac,0.8346345704540256,0.8348343059813466
NAP1L3,57,85,cluster_02,#d1ff00,0.5232726297399172,0.5233223531208543
UCHL1,58,85,cluster_02,#d1ff00,0.470784967430613,0.47081182720291936
BMPR1A,59,85,cluster_02,#d1ff00,-0.10460347203677361,-0.10466050545409279
C10orf76,60,85,cluster_09,#ff00ac,-0.09201767363606102,-0.09217117521623955
NACC2,61,85,cluster_09,#ff00ac,-0.5409626841782397,-0.5407533764521689
HRASLS2,62,85,cluster_09,#ff00ac,-0.3727090196318741,-0.37270833534204917
SLCO3A1,63,85,cluster_09,#ff00ac,-0.12793988985523247,-0.1279613988951578
RND3,64,85,cluster_04,#00ff5c,-0.6789765182482759,-0.6790146193728821
SMAD3,65,85,cluster_04,#00ff5c,-0.6101665271794455,-0.6100638579432787
FLNB,66,85,cluster_04,#00ff5c,-0.5451324591101516,-0.5451574129042812
CCDC92,67,85,cluster_04,#00ff5c,-0.10290398291404326,-0.10288129679851513
FOSL2,68,85,cluster_09,#ff00ac,-0.43480165647192764,-0.4347660559783985
DNAAF1,69,85,cluster_07,#2500ff,-0.39891011244037616,-0.3988492134124789
JUN,70,85,cluster_09,#ff00ac,0.025247473704501904,0.025210431487799695
DUSP2,71,85,cluster_08,#b900ff,-0.2774238634300757,-0.27736192734296483
FOS,72,85,cluster_09,#ff00ac,1.778881632598977,1.7790149187261137
STS,73,85,cluster_09,#ff00ac,-0.4171721215711894,-0.4172624389318095
PDLIM3,74,85,cluster_09,#ff00ac,1.2843738932820026,1.2843419093093273
TMX4,75,85,cluster_07,#2500ff,1.613962525869596,1.6139290989673214
PLA2G15,76,85,cluster_07,#2500ff,3.910662371932779,3.9105925383630837
ITGB7,77,85,cluster_09,#ff00ac,0.38180389998571906,0.38184198783168605
PEX3,78,85,cluster_07,#2500ff,0.8126956244501787,0.812863160296667
PTPRA,79,85,cluster_03,#3dff00,0.4413234136872875,0.4412171343308883
GALE,80,85,cluster_07,#2500ff,1.8622897048621427,1.862286056417337
SH3BGR,81,85,cluster_03,#3dff00,1.0050768816683548,1.005133304239664
TIMP1,82,85,cluster_09,#ff00ac,1.5669513745300632,1.566905912524818
LEPROT,83,85,cluster_07,#2500ff,2.7428270151756533,2.7430253927557646
PEBP1,84,85,cluster_05,#00fff6,0.7255374698527384,0.7255874061556377
RFC1,85,85,cluster_05,#00fff6,2.3354691341997436,2.3355279785474417
TSPYL1,86,85,cluster_07,#2500ff,0.8701440482898284,0.8700333284314761
SRBD1,87,85,cluster_04,#00ff5c,1.0360611114855447,1.0360331544905297
HHLA3,88,85,cluster_07,#2500ff,0.9945270659889495,0.9945194234534196
DERL2,89,85,cluster_07,#2500ff,1.1104084643537078,1.1104175525697164
FBXL4,90,85,cluster_07,#2500ff,4.328962911253404,4.32894801491126
RNF167,91,85,cluster_03,#3dff00,5.154489497749054,5.15431510075851
TMEM131,92,85,cluster_07,#2500ff,0.04436564059644005,0.044264677795927736
PUM2,93,85,cluster_07,#2500ff,-0.19085128084405983,-0.19092237242571394
P4HA1,94,85,cluster_07,#2500ff,-0.04347218488618796,-0.04351999894426987
ANO10,95,85,cluster_03,#3dff00,0.28145098979698724,0.28140622646117514
ZMYM6,96,85,cluster_07,#2500ff,0.5856858242547294,0.5856344949682165
PCBD1,97,85,cluster_07,#2500ff,0.9931561260802996,0.9932368767250648
DNAJC16,98,85,cluster_07,#2500ff,-0.3494246753685225,-0.3493490843832018
DBI,99,85,cluster_07,#2500ff,-0.14213105130339002,-0.14223243882223022
IMPAD1,100,85,cluster_07,#2500ff,0.3922296418982041,0.3920877963856431
RNF4,101,85,cluster_07,#2500ff,0.23013777327005708,0.2301458803988654
USP39,102,85,cluster_07,#2500ff,-0.05706209002247582,-0.05700740963277143
EXOC2,103,85,cluster_09,#ff00ac,0.4983732167773317,0.4985064107688408
TDP1,104,85,cluster_07,#2500ff,0.592369983449036,0.5923419486382625
ACLY,105,85,cluster_07,#2500ff,0.48160200795066316,0.48158509454247805
RPA2,106,85,cluster_02,#d1ff00,-0.148046494393684,-0.1481780444956444
TRIM25,107,85,cluster_07,#2500ff,0.06975318822188595,0.06999640761372979
UTP18,108,85,cluster_03,#3dff00,-0.4179326374292066,-0.417979837831189
IDH3B,109,85,cluster_03,#3dff00,0.7047405563980413,0.7045296792796756
TMEM70,110,85,cluster_06,#0074ff,-0.3024773555020043,-0.30254003327027085
SNRPD3,111,85,cluster_03,#3dff00,1.2964672433866775,1.2963793534837298
KCNK3,0,86,cluster_01,#ff9400,-0.8079697711240048,-0.8079647248728608
NPC1L1,1,86,cluster_01,#ff9400,-0.8667997753965082,-0.8666232335030246
TAF15,2,86,cluster_01,#ff9400,-0.8698985571528522,-0.8699416659053099
LHX6,3,86,cluster_01,#ff9400,-0.8069136478301382,-0.8068675005976318
C8orf17,4,86,cluster_01,#ff9400,-0.80201142656746,-0.8020056219916448
CYP27A1,5,86,cluster_01,#ff9400,-0.8263906317804867,-0.8263604963528491
ZNF460,6,86,cluster_01,#ff9400,-0.8114554760467791,-0.8113875630939315
CEL,7,86,cluster_01,#ff9400,-0.8907385511408146,-0.8906424406351028
ABO,8,86,cluster_01,#ff9400,-0.7935241288759718,-0.7935824826065232
TNFSF11,9,86,cluster_01,#ff9400,-0.7349117989030867,-0.7349334580160862
TRPV4,10,86,cluster_01,#ff9400,-0.771104767352887,-0.7712621955890152
EFCAB2,11,86,cluster_01,#ff9400,-0.81394670871649,-0.813963085216962
RANBP17,12,86,cluster_02,#d1ff00,-0.8225192831667819,-0.8223656673616775
CEACAM1,13,86,cluster_01,#ff9400,-0.8550036273059121,-0.8551878801519066
DNAJB4,14,86,cluster_01,#ff9400,-0.8276958647227896,-0.8274844645560521
RHOF,15,86,cluster_09,#ff00ac,-0.879039420491161,-0.878961848102099
FSTL4,16,86,cluster_01,#ff9400,-0.9041400981682479,-0.9040129728246947
UNC93A,17,86,cluster_01,#ff9400,-0.9152964402277699,-0.9151900450106876
PRSS3P3,18,86,cluster_01,#ff9400,-0.9255927404598158,-0.9255550311204648
TMEM74B,19,86,cluster_01,#ff9400,-0.911936383819439,-0.9119897813919726
C19orf80,20,86,cluster_01,#ff9400,-0.9096491660041967,-0.9096740143795831
MPL,21,86,cluster_01,#ff9400,-0.9128534356907088,-0.9127848519358944
CPNE6,22,86,cluster_01,#ff9400,-0.9148154190059242,-0.9148146603648668
METTL10,23,86,cluster_01,#ff9400,-0.930391911569783,-0.9303994433494934
RBM12B-AS1,24,86,cluster_01,#ff9400,-0.9072223455298395,-0.9072540286941249
ZG16,25,86,cluster_01,#ff9400,-0.9227075803925318,-0.9227229358401385
DDX43,26,86,cluster_08,#b900ff,-0.8917371798520222,-0.8918319966507084
LOC100294145,27,86,cluster_01,#ff9400,-0.8992781027732666,-0.8992253360879914
TUBA4B,28,86,cluster_09,#ff00ac,-0.8997303616959792,-0.8998451429006499
ESPN,29,86,cluster_01,#ff9400,-0.8815607455027944,-0.8815816646360927
MMP3,30,86,cluster_01,#ff9400,-0.915085496022729,-0.9151993294819966
THAP9,31,86,cluster_04,#00ff5c,-0.9025236415541561,-0.9025453911404074
CABP1,32,86,cluster_01,#ff9400,-0.8828808686683131,-0.8829266671629559
LOC101928104,33,86,cluster_01,#ff9400,-0.8933895118165461,-0.8933752391669124
CLDN14,34,86,cluster_01,#ff9400,-0.8873960063836477,-0.887554083025403
NOS1AP,35,86,cluster_01,#ff9400,-0.9245149988642452,-0.924516222221632
HHIPL2,36,86,cluster_01,#ff9400,-0.8854629356803417,-0.8855844464792217
FTL,37,86,cluster_01,#ff9400,-0.8117261876913054,-0.8117443245394176
EPB41L4A-AS2,38,86,cluster_05,#00fff6,-0.8542701661207848,-0.8542867427149958
ULK2,39,86,cluster_01,#ff9400,-0.8628743300711736,-0.8628807145159028
NRIP3,40,86,cluster_01,#ff9400,-0.6384401468071943,-0.6384610498491587
RAB6B,41,86,cluster_01,#ff9400,-0.792015060107713,-0.7919896624240542
KANSL3,42,86,cluster_04,#00ff5c,-0.7021743256757298,-0.7021942235795332
PLAUR,43,86,cluster_01,#ff9400,-0.6284902649288454,-0.6286395780030316
GLA,44,86,cluster_09,#ff00ac,-0.673538564239367,-0.6735954947612381
LHFPL2,45,86,cluster_01,#ff9400,-0.5912971385987409,-0.5913422432293044
DOK3,46,86,cluster_02,#d1ff00,-0.4153728326425762,-0.41542071339115255
PRMT2,47,86,cluster_02,#d1ff00,-0.3580710270593959,-0.3578546919515134
PLAGL1,48,86,cluster_02,#d1ff00,-0.5052767548333802,-0.5052104512488227
STAT5B,49,86,cluster_02,#d1ff00,0.3851755460524893,0.3851805929424637
LTK,50,86,cluster_01,#ff9400,-0.07915295946522839,-0.07918304128830998
MRPL28,51,86,cluster_03,#3dff00,0.3199378423550386,0.31993230586788357
LRRN2,52,86,cluster_01,#ff9400,-0.35078341885170916,-0.3506755850401744
SLC22A17,53,86,cluster_02,#d1ff00,0.34795899674381536,0.34791042946250195
DOK1,54,86,cluster_09,#ff00ac,0.5211895706342288,0.5212744972098495
RNF130,55,86,cluster_02,#d1ff00,0.3143251232106565,0.3144017363340418
ACSL1,56,86,cluster_01,#ff9400,-0.46534864328328823,-0.465280089305021
PITPNC1,57,86,cluster_09,#ff00ac,-0.010598652051426296,-0.010483987690015604
LEPREL4,58,86,cluster_09,#ff00ac,0.1597093931060115,0.15975172929890474
ESRP1,59,86,cluster_04,#00ff5c,0.1264885013674768,0.12651119317876314
IQSEC1,60,86,cluster_04,#00ff5c,0.4036782221297066,0.40375629834414245
CTTN,61,86,cluster_01,#ff9400,-0.2621610209474709,-0.2623335527546379
STAT6,62,86,cluster_09,#ff00ac,-0.49265819838384217,-0.4928146651006301
CD9,63,86,cluster_01,#ff9400,-0.18555474210825598,-0.18542482416204942
JUP,64,86,cluster_04,#00ff5c,-0.4369906641242355,-0.4370301892087963
ASL,65,86,cluster_08,#b900ff,-0.3742523286077977,-0.37437472345471884
RNMT,66,86,cluster_09,#ff00ac,-0.3896254533520233,-0.3897036382432822
AHNAK,67,86,cluster_04,#00ff5c,-0.2143728908479627,-0.21447598425498485
EGR2,68,86,cluster_01,#ff9400,-0.29972779784591225,-0.2997344842560077
IDI1,69,86,cluster_09,#ff00ac,-0.39191290333548945,-0.3917453647860146
ATF3,70,86,cluster_09,#ff00ac,-0.16339765445818835,-0.16349599023894046
FOSB,71,86,cluster_09,#ff00ac,1.4754336494580549,1.4755741153624682
SPINK2,72,86,cluster_04,#00ff5c,-0.17876844537461833,-0.1788241545018376
DEPTOR,73,86,cluster_09,#ff00ac,0.5782555033338498,0.5781753601310157
TMSB10,74,86,cluster_09,#ff00ac,1.0396474713919654,1.0395432999370453
TMC6,75,86,cluster_09,#ff00ac,0.71648060036065,0.7163270629689368
RNF187,76,86,cluster_07,#2500ff,2.1348001455246157,2.134751345179556
MVP,77,86,cluster_05,#00fff6,1.6388325005432387,1.6387713733176645
TRIM8,78,86,cluster_09,#ff00ac,1.4573655451720193,1.457235269286746
TES,79,86,cluster_04,#00ff5c,1.205912487640414,1.2058938696530572
LIPT1,80,86,cluster_08,#b900ff,6.729778685788825,6.72966423910265
HDHD1,81,86,cluster_07,#2500ff,2.356477330145146,2.3563964966188697
AKR1B1,82,86,cluster_09,#ff00ac,1.5135006989805266,1.5137140562970728
SLC50A1,83,86,cluster_09,#ff00ac,1.3670930448957006,1.3671369415047416
MSRB2,84,86,cluster_04,#00ff5c,1.8000882024599851,1.800020340058318
MAGED2,85,86,cluster_07,#2500ff,1.9044988964788692,1.9043950317132081
ANAPC5,86,86,cluster_05,#00fff6,0.33806980099121875,0.3381289149531101
TMBIM6,87,86,cluster_07,#2500ff,1.2832770010809582,1.2832832425207439
EFNA4,88,86,cluster_07,#2500ff,0.07674299133608845,0.0768937484356244
CTSA,89,86,cluster_04,#00ff5c,0.9658779423455668,0.9659666654864254
PEF1,90,86,cluster_07,#2500ff,2.271542894508819,2.2715700447907006
GTF2H5,91,86,cluster_07,#2500ff,4.4097322092630815,4.409822869302747
COPZ1,92,86,cluster_07,#2500ff,0.2163317346837981,0.21647727107681428
TMED2,93,86,cluster_07,#2500ff,0.8146979128578689,0.8147306312307733
PRKRA,94,86,cluster_07,#2500ff,0.41078014512473804,0.4108581981746447
LIG3,95,86,cluster_03,#3dff00,1.3440732672003504,1.3439446255707144
SSR1,96,86,cluster_07,#2500ff,0.5265219172128516,0.5264098382531415
MGA,97,86,cluster_09,#ff00ac,0.4608860709581779,0.46101768325869485
PUS7L,98,86,cluster_07,#2500ff,-0.03812271244922516,-0.0381500152570355
POP5,99,86,cluster_06,#0074ff,0.03334807198830622,0.03318501712740125
UBL3,100,86,cluster_07,#2500ff,0.10655125220838882,0.106389681834313
POLR2B,101,86,cluster_07,#2500ff,2.1616458083107664,2.1617144944777706
NIF3L1,102,86,cluster_07,#2500ff,0.7228056566123339,0.7229459050402426
TMEM251,103,86,cluster_07,#2500ff,1.3473968286756166,1.3474313661399664
TMEM165,104,86,cluster_07,#2500ff,0.026963885827995488,0.026930986781174896
GDE1,105,86,cluster_07,#2500ff,1.3721583861088673,1.3722326372839972
IL15RA,106,86,cluster_06,#0074ff,0.361590139005652,0.3617042453306235
NUDT6,107,86,cluster_03,#3dff00,0.1369310057503858,0.1370140057455343
RBM12,108,86,cluster_03,#3dff00,-0.10296677000984802,-0.10304342550871637
CSTF1,109,86,cluster_03,#3dff00,0.2154342252314357,0.21542951697775484
MRPL15,110,86,cluster_06,#0074ff,-0.44449767764502357,-0.44448807173401556
RANBP1,111,86,cluster_03,#3dff00,0.2026665513727051,0.2026779898521879
CD101,0,87,cluster_01,#ff9400,-0.8442457314432581,-0.8442185240271253
FLRT1,1,87,cluster_02,#d1ff00,-0.8195966866320223,-0.8196781851063146
PGC,2,87,cluster_02,#d1ff00,-0.7208923105594286,-0.7209502188001288
KCNN2,3,87,cluster_01,#ff9400,-0.8187967914493004,-0.8187994292946095
CCT8L2,4,87,cluster_01,#ff9400,-0.8245773501365442,-0.8245666332121826
HOXA4,5,87,cluster_01,#ff9400,-0.6755725141122317,-0.6756170036253564
MEGF9,6,87,cluster_01,#ff9400,-0.7572951935181652,-0.7572732206350771
TRPC5,7,87,cluster_02,#d1ff00,-0.6871894991293048,-0.6871152720635082
SVEP1,8,87,cluster_01,#ff9400,-0.8861348997365378,-0.8860784893970034
EDAR,9,87,cluster_01,#ff9400,-0.8038059178608472,-0.8036783878914902
ENPP1,10,87,cluster_01,#ff9400,-0.8545986611740056,-0.8546228664669123
CRLF2,11,87,cluster_01,#ff9400,-0.8562164512998494,-0.8562825503180542
SOSTDC1,12,87,cluster_01,#ff9400,-0.8760997074420676,-0.8760227624865514
PLCH1,13,87,cluster_01,#ff9400,-0.8922054265318777,-0.8923614352005479
GJB5,14,87,cluster_01,#ff9400,-0.8952216125791418,-0.8951206234495827
RP11-560G2.2,15,87,cluster_01,#ff9400,-0.9001255214992196,-0.9000651206016952
RASAL2,16,87,cluster_01,#ff9400,-0.869155832349175,-0.8691800212792048
PDGFD,17,87,cluster_01,#ff9400,-0.9444694185553856,-0.9443776835614658
LOC100507630,18,87,cluster_01,#ff9400,-0.9245957257371,-0.9244577179570367
TPM3,19,87,cluster_01,#ff9400,-0.904873416025636,-0.9046542264504297
APBA1,20,87,cluster_04,#00ff5c,-0.899533925398082,-0.8996428007591064
PQLC2,21,87,cluster_01,#ff9400,-0.8926237104518931,-0.8927038603870843
SULT2B1,22,87,cluster_01,#ff9400,-0.9044867399976327,-0.9045551354143089
SGCA,23,87,cluster_01,#ff9400,-0.9114969415149664,-0.9116403729097695
ZNF343,24,87,cluster_01,#ff9400,-0.9212023004290014,-0.9211711765261185
PCDH1,25,87,cluster_01,#ff9400,-0.928178734878401,-0.9281362741643066
AHCYL2,26,87,cluster_09,#ff00ac,-0.877179396828345,-0.8771140809369797
C5AR2,27,87,cluster_01,#ff9400,-0.9035697411900141,-0.9036014955299028
CKM,28,87,cluster_01,#ff9400,-0.9255550893357679,-0.925600512567209
GPR132,29,87,cluster_01,#ff9400,-0.9103388723798407,-0.9105070272726967
HAP1,30,87,cluster_01,#ff9400,-0.8936749743097515,-0.8938242549484283
GUCA2B,31,87,cluster_01,#ff9400,-0.9268431529340289,-0.9269754088468485
COL5A3,32,87,cluster_01,#ff9400,-0.8863416629676291,-0.8864245357613099
TRO,33,87,cluster_09,#ff00ac,-0.9044417180704563,-0.9045573072709765
FLJ20712,34,87,cluster_01,#ff9400,-0.906937778478748,-0.9070676825695336
RRAD,35,87,cluster_09,#ff00ac,-0.8936258485743303,-0.8936902028533679
ERN1,36,87,cluster_09,#ff00ac,-0.8681488944070027,-0.8680716901228445
MC5R,37,87,cluster_01,#ff9400,-0.7951985437136952,-0.7952008343475835
